PERMNO,date,TICKER,PAYDT,PRC,RET,BID,ASK,OPENPRC
10107,2018/05/17,MSFT,,96.18000,-0.009985,96.16000,96.18000,96.76000
10107,2018/05/18,MSFT,,96.36000,0.001871,96.35000,96.36000,96.01000
10107,2018/05/21,MSFT,,97.60000,0.012868,97.63000,97.64000,97.00000
10107,2018/05/22,MSFT,,97.50000,-0.001025,97.56000,97.57000,97.68000
10107,2018/05/23,MSFT,,98.66000,0.011897,98.71000,98.72000,96.71000
10107,2018/05/24,MSFT,,98.31000,-0.003548,98.31000,98.32000,98.72500
10107,2018/05/25,MSFT,,98.36000,0.000509,98.37000,98.38000,98.30000
10107,2018/05/29,MSFT,,98.01000,-0.003558,98.00000,98.01000,97.84000
10107,2018/05/30,MSFT,,98.95000,0.009591,98.91000,98.93000,98.31000
10107,2018/05/31,MSFT,,98.84000,-0.001112,98.86000,98.87000,99.29000
10107,2018/06/01,MSFT,,100.79000,0.019729,100.76000,100.77000,99.28000
10107,2018/06/04,MSFT,,101.67000,0.008731,101.66000,101.67000,101.26000
10107,2018/06/05,MSFT,,102.19000,0.005115,102.19000,102.20000,102.00000
10107,2018/06/06,MSFT,,102.49000,0.002936,102.56000,102.57000,102.48000
10107,2018/06/07,MSFT,,100.88000,-0.015709,100.92000,100.94000,102.65000
10107,2018/06/08,MSFT,,101.63000,0.007435,101.63000,101.64000,101.09200
10107,2018/06/11,MSFT,,101.05000,-0.005707,101.07000,101.08000,101.37000
10107,2018/06/12,MSFT,,101.31000,0.002573,101.30000,101.31000,101.10000
10107,2018/06/13,MSFT,,100.85000,-0.004541,100.89000,100.90000,101.72000
10107,2018/06/14,MSFT,,101.42000,0.005652,101.42000,101.43000,101.65000
10107,2018/06/15,MSFT,,100.13000,-0.012719,100.21000,100.23000,101.51000
10107,2018/06/18,MSFT,,100.86000,0.007291,100.88000,100.89000,100.01000
10107,2018/06/19,MSFT,,100.86000,0.000000,100.88000,100.89000,99.65000
10107,2018/06/20,MSFT,,101.87000,0.010014,101.94000,101.95000,101.37000
10107,2018/06/21,MSFT,,101.14000,-0.007166,101.14000,101.15000,102.07500
10107,2018/06/22,MSFT,,100.41000,-0.007218,100.28000,100.30000,100.41000
10107,2018/06/25,MSFT,,98.39000,-0.020118,98.38000,98.39000,100.00000
10107,2018/06/26,MSFT,,99.08000,0.007013,99.07000,99.09000,98.82000
10107,2018/06/27,MSFT,,97.54000,-0.015543,97.54000,97.55000,99.58000
10107,2018/06/28,MSFT,,98.63000,0.011175,98.63000,98.64000,97.38000
10107,2018/06/29,MSFT,,98.61000,-0.000203,98.61000,98.62000,98.93000
11308,2018/04/02,KO,,42.67000,-0.017499,42.67000,42.68000,43.44000
11308,2018/04/03,KO,,43.38000,0.016639,43.39000,43.40000,42.98000
11308,2018/04/04,KO,,44.24000,0.019825,44.24000,44.25000,43.14000
11308,2018/04/05,KO,,44.40000,0.003617,44.40000,44.41000,44.28000
11308,2018/04/06,KO,,43.92000,-0.010811,43.90000,43.91000,44.28000
11308,2018/04/09,KO,,43.83000,-0.002049,43.84000,43.85000,44.03000
11308,2018/04/10,KO,,43.99000,0.003650,43.97000,43.99000,44.07000
11308,2018/04/11,KO,,43.99000,0.000000,43.97000,43.98000,43.81000
11308,2018/04/12,KO,,44.03000,0.000909,44.02000,44.03000,44.08000
11308,2018/04/13,KO,,44.51000,0.010902,44.50000,44.51000,44.19000
11308,2018/04/16,KO,,44.68000,0.003819,44.68000,44.69000,44.65000
11308,2018/04/17,KO,,44.88000,0.004476,44.89000,44.90000,44.95000
11308,2018/04/18,KO,,44.51000,-0.008244,44.52000,44.53000,44.90000
11308,2018/04/19,KO,,44.31000,-0.004493,44.30000,44.31000,44.34000
11308,2018/04/20,KO,,43.74000,-0.012864,43.73000,43.74000,44.31000
11308,2018/04/23,KO,,43.98000,0.005487,43.96000,43.97000,43.74000
11308,2018/04/24,KO,,43.07000,-0.020691,43.06000,43.07000,43.98000
11308,2018/04/25,KO,,42.43000,-0.014860,42.41000,42.42000,42.74000
11308,2018/04/26,KO,,42.75000,0.007542,42.74000,42.75000,42.40000
11308,2018/04/27,KO,,43.31000,0.013099,43.30000,43.31000,42.73000
