Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,24076.599609,24123.800781,23344.519531,23644.189453,23644.189453,509820000
2018-04-03,23698.330078,24044.349609,23664.330078,24033.359375,24033.359375,394130000
2018-04-04,23654.150391,24308.960938,23523.160156,24264.300781,24264.300781,388540000
2018-04-05,24313.910156,24622.259766,24313.910156,24505.220703,24505.220703,347790000
2018-04-06,24373.599609,24434.400391,23738.199219,23932.759766,23932.759766,395990000
2018-04-09,24037.519531,24373.179688,23954.830078,23979.099609,23979.099609,380790000
2018-04-10,24198.949219,24511.349609,24198.949219,24408.000000,24408.000000,368590000
2018-04-11,24274.189453,24366.570313,24150.869141,24189.449219,24189.449219,286360000
2018-04-12,24302.820313,24592.119141,24302.820313,24483.050781,24483.050781,336130000
2018-04-13,24582.820313,24646.449219,24243.740234,24360.140625,24360.140625,331890000
2018-04-16,24483.150391,24675.359375,24480.199219,24573.039063,24573.039063,305070000
2018-04-17,24681.789063,24858.970703,24681.789063,24786.630859,24786.630859,342410000
2018-04-18,24820.849609,24832.539063,24721.089844,24748.070313,24748.070313,302030000
2018-04-19,24711.300781,24762.480469,24557.029297,24664.890625,24664.890625,381110000
2018-04-20,24657.390625,24678.070313,24375.039063,24462.939453,24462.939453,537770000
2018-04-23,24488.070313,24536.890625,24328.539063,24448.689453,24448.689453,351030000
2018-04-24,24579.939453,24579.939453,23828.730469,24024.130859,24024.130859,468180000
2018-04-25,24070.199219,24146.339844,23823.080078,24083.830078,24083.830078,437100000
2018-04-26,24128.720703,24402.460938,24128.720703,24322.339844,24322.339844,390360000
2018-04-27,24342.140625,24359.380859,24194.449219,24311.189453,24311.189453,392810000
2018-04-30,24410.410156,24498.230469,24163.080078,24163.150391,24163.150391,416650000
2018-05-01,24117.289063,24117.289063,23808.189453,24099.050781,24099.050781,380070000
2018-05-02,24097.630859,24185.519531,23886.300781,23924.980469,23924.980469,385350000
2018-05-03,23836.230469,23996.150391,23531.310547,23930.150391,23930.150391,389240000
2018-05-04,23865.220703,24333.349609,23778.869141,24262.509766,24262.509766,329480000
2018-05-07,24317.660156,24479.449219,24263.419922,24357.320313,24357.320313,307670000
2018-05-08,24341.349609,24412.339844,24198.339844,24360.210938,24360.210938,344940000
2018-05-09,24399.179688,24586.480469,24323.869141,24542.539063,24542.539063,361580000
2018-05-10,24591.660156,24794.990234,24575.910156,24739.529297,24739.529297,304210000
2018-05-11,24758.640625,24868.650391,24717.500000,24831.169922,24831.169922,274150000
2018-05-14,24879.369141,24994.189453,24862.519531,24899.410156,24899.410156,282860000
2018-05-15,24809.550781,24809.550781,24629.390625,24706.410156,24706.410156,301900000
2018-05-16,24722.320313,24801.189453,24672.789063,24768.929688,24768.929688,280810000
2018-05-17,24752.400391,24839.490234,24639.400391,24713.980469,24713.980469,314650000
2018-05-18,24707.720703,24774.970703,24664.869141,24715.089844,24715.089844,269700000
2018-05-21,24883.060547,25086.490234,24883.060547,25013.289063,25013.289063,308920000
2018-05-22,25047.550781,25064.990234,24812.060547,24834.410156,24834.410156,288200000
2018-05-23,24757.710938,24889.460938,24667.119141,24886.810547,24886.810547,399610000
2018-05-24,24877.359375,24877.359375,24605.900391,24811.759766,24811.759766,347050000
2018-05-25,24781.289063,24824.220703,24687.810547,24753.089844,24753.089844,257210000
2018-05-29,24606.589844,24635.179688,24247.839844,24361.449219,24361.449219,395810000
2018-05-30,24467.830078,24714.480469,24459.089844,24667.779297,24667.779297,324870000
2018-05-31,24620.789063,24620.789063,24352.150391,24415.839844,24415.839844,429740000
2018-06-01,24542.089844,24673.599609,24542.089844,24635.210938,24635.210938,315710000
2018-06-04,24727.550781,24859.369141,24722.140625,24813.689453,24813.689453,340400000
2018-06-05,24820.119141,24838.779297,24710.820313,24799.980469,24799.980469,306340000
2018-06-06,24854.140625,25146.460938,24854.140625,25146.390625,25146.390625,316090000
2018-06-07,25192.140625,25326.089844,25164.480469,25241.410156,25241.410156,357680000
2018-06-08,25209.289063,25325.630859,25165.699219,25316.529297,25316.529297,317510000
2018-06-11,25336.669922,25402.830078,25290.199219,25322.310547,25322.310547,276740000
2018-06-12,25346.820313,25364.369141,25247.039063,25320.730469,25320.730469,265750000
2018-06-13,25328.650391,25362.070313,25191.419922,25201.199219,25201.199219,329700000
2018-06-14,25254.650391,25332.500000,25138.599609,25175.310547,25175.310547,341170000
2018-06-15,25116.710938,25130.820313,24894.380859,25090.480469,25090.480469,659370000
2018-06-18,24944.279297,25003.099609,24825.769531,24987.470703,24987.470703,337070000
2018-06-19,24763.589844,24763.589844,24567.750000,24700.210938,24700.210938,376380000
2018-06-20,24771.169922,24804.759766,24628.390625,24657.800781,24657.800781,359520000
2018-06-21,24639.210938,24639.210938,24406.630859,24461.699219,24461.699219,349570000
2018-06-22,24526.970703,24663.179688,24526.970703,24580.890625,24580.890625,473970000
2018-06-25,24463.730469,24463.730469,24084.390625,24252.800781,24252.800781,439130000
2018-06-26,24281.890625,24384.210938,24241.220703,24283.109375,24283.109375,301130000
2018-06-27,24303.109375,24569.019531,24115.820313,24117.589844,24117.589844,313790000
2018-06-28,24064.189453,24308.160156,23997.210938,24216.050781,24216.050781,305020000
2018-06-29,24323.929688,24509.519531,24269.710938,24271.410156,24271.410156,329070000
